invoice_id,company_code,customer_id,customer_group,region,industry,invoice_amount,currency,payment_terms_days,days_since_invoice,dispute_flag,previous_late_payments,open_items_count,credit_score,dunning_level,has_purchase_order,invoice_channel,month,target_paid_late
INV0000526,1000,CUST0013,SMB,EMEA,Retail,3323.85,EUR,45,102,0,0,7,597,0,1,Portal,7,0
INV0000527,3000,CUST0003,Mid-Market,EMEA,Utilities,15421.61,EUR,90,83,0,0,8,734,0,1,Portal,11,0
INV0000528,3000,CUST0086,Mid-Market,Americas,Utilities,2707.01,USD,60,60,0,2,11,717,0,1,Email,6,0
INV0000529,2000,CUST0152,SMB,APJ,Manufacturing,11464.79,EUR,45,117,0,3,6,706,1,1,Email,1,0
INV0000530,1000,CUST0061,Enterprise,Americas,Healthcare,2193.79,EUR,45,74,0,4,6,702,0,0,Email,8,0
INV0000531,2000,CUST0012,Enterprise,Americas,Manufacturing,1893.26,EUR,30,59,0,2,6,616,1,1,Email,5,0
INV0000532,2000,CUST0042,SMB,EMEA,Retail,8455.54,EUR,60,112,0,3,5,774,0,1,Paper,9,1
INV0000533,1100,CUST0090,Enterprise,EMEA,Technology,1689.74,USD,45,54,0,2,7,672,0,1,Portal,10,0
INV0000534,2000,CUST0034,Mid-Market,DACH,Retail,10033.32,USD,30,51,1,0,5,700,1,1,Portal,5,0
INV0000535,1000,CUST0177,SMB,DACH,Technology,6119.33,CHF,14,47,0,0,3,709,1,0,EDI,12,0
INV0000536,1000,CUST0138,Enterprise,APJ,Technology,1690.41,EUR,45,27,0,2,3,609,1,1,EDI,9,0
INV0000537,1100,CUST0063,SMB,EMEA,Technology,3924.46,EUR,30,34,0,3,3,822,0,1,EDI,9,0
INV0000538,1000,CUST0172,Enterprise,EMEA,Utilities,2377.46,EUR,60,11,0,1,2,678,1,1,EDI,11,0
INV0000539,1000,CUST0059,SMB,DACH,Manufacturing,6102.33,GBP,30,88,1,1,7,683,1,1,Portal,11,1
INV0000540,2000,CUST0026,SMB,Americas,Healthcare,30705.23,EUR,60,71,0,0,4,649,3,1,Paper,10,0
INV0000541,3000,CUST0169,Enterprise,DACH,Retail,2866.25,EUR,14,112,0,1,5,766,1,1,Email,12,0
INV0000542,1100,CUST0173,Enterprise,EMEA,Manufacturing,7409.11,USD,45,74,0,1,4,769,0,0,Email,10,0
INV0000543,2000,CUST0057,Mid-Market,Americas,Technology,4340.14,EUR,30,10,0,1,5,692,1,1,EDI,11,1
INV0000544,3000,CUST0108,Mid-Market,EMEA,Retail,4338.4,EUR,30,75,0,3,5,570,0,1,EDI,9,1
INV0000545,1000,CUST0032,Enterprise,APJ,Manufacturing,3556.51,EUR,30,22,0,3,3,668,0,1,EDI,6,0
INV0000546,1100,CUST0116,Public Sector,DACH,Technology,1719.37,USD,30,5,0,1,3,675,1,1,Portal,5,0
INV0000547,1100,CUST0125,Enterprise,Americas,Utilities,6014.31,USD,30,80,0,2,8,646,0,1,EDI,10,0
INV0000548,1000,CUST0128,SMB,APJ,Technology,3123.85,EUR,60,4,0,2,5,606,0,1,EDI,12,0
INV0000549,2000,CUST0103,Enterprise,EMEA,Healthcare,1635.92,USD,30,50,0,2,7,563,0,1,EDI,7,0
INV0000550,1100,CUST0127,Public Sector,Americas,Manufacturing,12269.62,EUR,45,108,0,2,4,790,0,1,Email,3,0
INV0000551,1100,CUST0100,Enterprise,EMEA,Manufacturing,4693.62,EUR,45,31,0,2,3,736,1,1,Paper,10,0
INV0000552,1000,CUST0148,Mid-Market,Americas,Retail,3329.23,GBP,14,84,0,0,7,683,1,1,EDI,4,0
INV0000553,1000,CUST0033,Mid-Market,APJ,Healthcare,17275.76,USD,60,46,0,2,5,631,1,1,EDI,9,1
INV0000554,3000,CUST0088,Enterprise,Americas,Utilities,615.3,CHF,60,14,0,1,6,707,2,1,EDI,3,0
INV0000555,1000,CUST0075,SMB,APJ,Manufacturing,16098.19,USD,60,24,0,3,10,695,0,1,Portal,11,0
INV0000556,1000,CUST0097,Mid-Market,EMEA,Technology,1678.75,EUR,60,9,0,4,4,650,1,1,Portal,6,1
INV0000557,1000,CUST0026,Mid-Market,EMEA,Retail,5282.26,EUR,45,19,0,3,5,709,0,1,EDI,5,0
INV0000558,1100,CUST0059,Mid-Market,DACH,Healthcare,2281.37,EUR,90,20,0,0,1,718,1,1,EDI,9,0
INV0000559,1100,CUST0172,SMB,Americas,Retail,1604.95,EUR,30,106,0,1,5,732,1,1,Portal,9,0
INV0000560,1100,CUST0019,Enterprise,APJ,Technology,16807.51,EUR,14,97,0,1,5,613,3,1,EDI,4,0
INV0000561,1000,CUST0115,Enterprise,Americas,Utilities,29703.71,EUR,45,43,0,0,7,712,1,1,Portal,1,0
INV0000562,1000,CUST0120,Enterprise,DACH,Technology,3353.34,EUR,30,87,0,2,7,768,0,1,Email,12,0
INV0000563,2000,CUST0086,Mid-Market,EMEA,Healthcare,6016.42,GBP,45,25,0,2,5,702,1,1,Paper,12,0
INV0000564,2000,CUST0007,Enterprise,Americas,Healthcare,4491.05,EUR,30,77,0,0,3,846,0,1,EDI,8,0
INV0000565,2000,CUST0007,Public Sector,APJ,Technology,26030.71,EUR,30,25,0,2,3,666,0,1,Email,2,0
INV0000566,2000,CUST0050,Mid-Market,DACH,Retail,459.98,USD,60,77,0,1,10,551,0,1,Portal,12,0
INV0000567,2000,CUST0019,SMB,DACH,Utilities,6285.37,USD,30,43,0,1,5,616,0,1,EDI,6,0
INV0000568,1000,CUST0017,Mid-Market,EMEA,Retail,1971.44,EUR,30,104,0,1,5,630,1,0,EDI,8,0
INV0000569,1000,CUST0029,Mid-Market,DACH,Utilities,356.47,USD,45,101,0,1,2,722,0,1,Portal,9,0
INV0000570,1100,CUST0035,Mid-Market,APJ,Utilities,2897.04,USD,60,41,1,3,6,742,0,1,Email,8,1
INV0000571,1000,CUST0151,Mid-Market,EMEA,Technology,29450.06,GBP,60,5,0,3,7,690,0,1,Paper,3,1
INV0000572,2000,CUST0115,Mid-Market,EMEA,Utilities,2124.2,EUR,30,39,0,4,2,702,0,1,Portal,12,0
INV0000573,1100,CUST0006,Mid-Market,DACH,Healthcare,9704.1,EUR,60,34,0,1,3,824,0,1,Email,7,0
INV0000574,2000,CUST0114,Mid-Market,EMEA,Healthcare,14892.39,USD,45,52,0,2,7,618,1,0,EDI,12,0
INV0000575,3000,CUST0025,Public Sector,APJ,Manufacturing,4174.16,EUR,60,69,0,0,5,675,1,1,Email,2,0
INV0000576,1100,CUST0076,Enterprise,EMEA,Manufacturing,4800.51,USD,14,119,0,1,5,646,0,0,EDI,9,1
INV0000577,3000,CUST0007,Mid-Market,DACH,Manufacturing,697.77,USD,30,8,0,1,5,592,0,1,Portal,3,0
INV0000578,1100,CUST0017,Enterprise,DACH,Manufacturing,1994.26,USD,30,67,0,1,3,528,0,1,Email,2,0
INV0000579,3000,CUST0024,Mid-Market,APJ,Utilities,10963.84,CHF,45,21,0,2,1,777,2,1,Portal,11,0
INV0000580,1000,CUST0079,SMB,APJ,Manufacturing,4508.47,USD,30,66,0,1,6,623,0,1,EDI,2,0
INV0000581,1100,CUST0084,Enterprise,DACH,Manufacturing,6221.14,GBP,30,77,0,1,1,661,0,1,Paper,1,0
INV0000582,1100,CUST0064,SMB,Americas,Utilities,4864.97,USD,45,98,0,2,13,712,0,1,EDI,1,0
INV0000583,1000,CUST0112,Mid-Market,DACH,Retail,42260.33,EUR,30,68,0,1,8,591,0,1,EDI,5,0
INV0000584,1100,CUST0130,Enterprise,EMEA,Utilities,2691.77,USD,30,22,0,2,3,617,0,1,Portal,2,0
INV0000585,3000,CUST0132,Public Sector,DACH,Utilities,22826.57,USD,30,110,0,0,8,678,1,1,Email,1,0
INV0000586,2000,CUST0105,Mid-Market,Americas,Technology,4866.73,CHF,60,49,0,1,4,647,0,1,Portal,7,0
INV0000587,1000,CUST0099,SMB,APJ,Utilities,25057.01,EUR,45,58,0,1,2,584,1,0,Email,3,1
INV0000588,1000,CUST0089,Mid-Market,DACH,Utilities,1168.85,EUR,45,77,0,3,3,726,0,1,EDI,6,0
INV0000589,1000,CUST0043,Public Sector,EMEA,Manufacturing,5135.26,GBP,60,32,0,2,8,645,0,1,Portal,2,0
INV0000590,1000,CUST0088,Mid-Market,DACH,Manufacturing,2797.91,EUR,45,119,0,3,6,690,0,0,EDI,9,0
INV0000591,3000,CUST0002,Mid-Market,EMEA,Retail,4897.33,USD,30,6,0,2,5,684,0,1,EDI,6,0
INV0000592,1100,CUST0174,SMB,DACH,Technology,15267.7,EUR,45,19,0,1,6,753,0,1,EDI,11,0
INV0000593,1000,CUST0067,Mid-Market,DACH,Healthcare,6296.51,EUR,90,119,0,1,7,706,0,1,EDI,10,0
INV0000594,1100,CUST0137,Mid-Market,APJ,Manufacturing,15235.78,EUR,14,55,1,4,5,615,1,0,Email,5,1
INV0000595,1000,CUST0173,Public Sector,DACH,Manufacturing,2092.82,USD,45,108,0,3,4,767,1,1,Email,4,0
INV0000596,1000,CUST0090,Mid-Market,APJ,Retail,1782.95,EUR,30,109,0,5,2,645,1,0,Email,11,1
INV0000597,2000,CUST0156,SMB,DACH,Retail,4302.32,USD,60,119,1,3,1,619,0,1,Portal,5,1
INV0000598,2000,CUST0087,SMB,EMEA,Utilities,4061.94,USD,45,88,0,4,12,608,0,1,Portal,11,1
INV0000599,3000,CUST0024,SMB,EMEA,Retail,3480.21,USD,60,82,0,2,7,504,0,1,EDI,2,1
INV0000600,2000,CUST0005,SMB,APJ,Utilities,1546.02,EUR,45,74,0,0,4,634,0,1,EDI,9,0
INV0000601,1100,CUST0025,Mid-Market,DACH,Manufacturing,14892.07,EUR,14,82,0,7,5,710,0,1,Portal,6,1
INV0000602,2000,CUST0170,Mid-Market,DACH,Manufacturing,2890.03,USD,30,31,0,3,7,578,0,1,Portal,11,0
INV0000603,3000,CUST0086,Enterprise,Americas,Utilities,18908.79,EUR,60,98,0,0,4,808,1,1,Portal,2,0
INV0000604,2000,CUST0058,SMB,Americas,Retail,4287.16,EUR,30,23,0,3,4,512,0,1,Email,12,0
INV0000605,3000,CUST0081,SMB,Americas,Manufacturing,8356.96,CHF,30,58,0,1,8,621,0,1,EDI,12,0
INV0000606,2000,CUST0047,Mid-Market,DACH,Technology,7597.66,EUR,45,45,0,0,4,568,1,1,EDI,6,0
INV0000607,3000,CUST0157,Enterprise,DACH,Manufacturing,1780.25,EUR,30,92,0,4,7,749,1,0,Paper,8,1
INV0000608,1000,CUST0180,Mid-Market,Americas,Manufacturing,6220.24,CHF,14,31,1,5,4,729,0,1,EDI,7,1
INV0000609,2000,CUST0016,Mid-Market,Americas,Technology,32040.29,EUR,30,25,0,0,7,660,0,1,Paper,8,0
INV0000610,1100,CUST0130,SMB,Americas,Technology,5509.3,EUR,30,98,0,3,5,573,0,0,EDI,7,1
INV0000611,1100,CUST0061,Enterprise,DACH,Technology,10898.07,EUR,45,59,0,3,6,590,0,1,EDI,8,1
INV0000612,2000,CUST0009,SMB,DACH,Technology,8759.86,USD,30,87,0,2,8,699,0,0,Portal,6,1
INV0000613,3000,CUST0166,SMB,APJ,Manufacturing,5839.51,GBP,30,106,0,2,4,629,0,1,EDI,12,0
INV0000614,3000,CUST0012,Public Sector,Americas,Retail,5145.11,USD,60,101,0,3,4,638,0,1,Email,12,0
INV0000615,1000,CUST0038,Enterprise,DACH,Retail,7515.19,CHF,30,48,0,2,5,674,1,1,Portal,10,1
INV0000616,2000,CUST0005,Public Sector,APJ,Retail,9428.07,EUR,45,21,0,2,2,649,0,1,Portal,2,0
INV0000617,2000,CUST0085,SMB,EMEA,Technology,1022.73,USD,30,116,0,4,3,549,2,0,Portal,3,1
INV0000618,1000,CUST0108,SMB,EMEA,Retail,5484.43,EUR,30,38,0,0,5,580,0,1,EDI,5,0
INV0000619,1000,CUST0058,Enterprise,EMEA,Healthcare,3486.73,GBP,45,93,0,2,4,582,0,1,Portal,2,0
INV0000620,1000,CUST0013,Mid-Market,Americas,Utilities,2804.27,CHF,45,93,0,2,3,625,0,1,EDI,11,1
INV0000621,2000,CUST0021,SMB,EMEA,Healthcare,16494.18,EUR,60,54,0,2,4,687,0,1,Portal,4,0
INV0000622,1100,CUST0169,Mid-Market,EMEA,Retail,1959.01,GBP,30,20,0,2,5,684,1,1,Portal,10,0
INV0000623,3000,CUST0146,Mid-Market,Americas,Technology,977.98,USD,30,57,0,3,6,769,0,1,Email,11,0
INV0000624,1100,CUST0169,Mid-Market,DACH,Technology,9754.68,EUR,30,18,0,0,8,574,0,1,Portal,4,0
INV0000625,3000,CUST0096,Mid-Market,APJ,Healthcare,952.02,USD,30,43,0,1,13,703,1,1,Email,9,0
INV0000626,1100,CUST0099,Enterprise,EMEA,Retail,558.73,CHF,30,46,0,2,6,621,0,1,EDI,8,0
INV0000627,2000,CUST0142,Mid-Market,EMEA,Manufacturing,10978.36,EUR,60,63,1,1,9,828,1,1,Email,8,0
INV0000628,1000,CUST0111,Enterprise,Americas,Healthcare,4997.33,EUR,60,23,0,0,7,672,2,1,Portal,1,0
INV0000629,1100,CUST0079,Public Sector,Americas,Healthcare,6949.02,CHF,30,102,0,2,5,638,0,1,EDI,7,0
INV0000630,2000,CUST0053,Public Sector,EMEA,Manufacturing,2658.32,EUR,30,10,0,2,6,701,0,1,EDI,7,0
INV0000631,3000,CUST0088,Mid-Market,Americas,Healthcare,988.68,EUR,14,119,0,3,2,695,0,1,Email,1,0
INV0000632,2000,CUST0012,Enterprise,APJ,Manufacturing,1217.95,USD,30,38,0,2,3,652,2,0,Portal,12,1
INV0000633,1000,CUST0035,Enterprise,Americas,Healthcare,3178.62,USD,45,59,0,2,8,725,2,1,EDI,10,0
INV0000634,1000,CUST0133,Mid-Market,Americas,Healthcare,1112.07,EUR,60,106,0,1,5,793,1,1,Email,8,0
INV0000635,1000,CUST0157,SMB,DACH,Manufacturing,5839.53,EUR,30,79,0,2,8,749,1,1,EDI,5,1
INV0000636,1000,CUST0019,Mid-Market,EMEA,Healthcare,2603.0,GBP,30,7,1,0,5,669,0,1,EDI,11,1
INV0000637,2000,CUST0018,Enterprise,EMEA,Manufacturing,5137.33,EUR,30,73,1,3,8,813,1,1,EDI,6,0
INV0000638,2000,CUST0016,Enterprise,DACH,Retail,4978.61,USD,30,68,0,1,6,716,1,1,Portal,1,0
INV0000639,2000,CUST0143,Enterprise,Americas,Healthcare,6349.55,GBP,60,112,0,4,7,598,0,1,Email,12,1
INV0000640,3000,CUST0057,SMB,EMEA,Retail,7147.06,EUR,60,68,1,1,4,684,1,1,Email,7,0
INV0000641,2000,CUST0059,SMB,DACH,Utilities,2948.07,GBP,60,120,0,0,7,664,1,1,EDI,8,0
INV0000642,2000,CUST0003,Mid-Market,DACH,Utilities,5131.57,USD,60,64,0,3,4,639,2,1,EDI,9,0
INV0000643,1000,CUST0176,Mid-Market,DACH,Utilities,5419.77,CHF,30,24,0,0,3,704,1,0,Email,2,0
INV0000644,1000,CUST0079,Public Sector,EMEA,Manufacturing,330.19,EUR,45,61,0,2,4,539,1,1,Email,1,1
INV0000645,2000,CUST0144,Mid-Market,Americas,Manufacturing,8340.28,EUR,45,111,0,0,5,800,2,0,EDI,6,0
INV0000646,3000,CUST0128,SMB,EMEA,Manufacturing,4951.47,USD,30,3,0,1,11,726,0,1,Email,11,0
INV0000647,1000,CUST0026,SMB,DACH,Technology,7648.4,CHF,30,48,1,2,3,542,0,1,Email,12,1
INV0000648,1100,CUST0145,Mid-Market,DACH,Technology,1095.33,CHF,45,6,0,1,6,725,2,1,Portal,4,0
INV0000649,2000,CUST0100,SMB,Americas,Healthcare,3036.43,EUR,60,102,0,3,3,713,1,0,Email,12,0
INV0000650,1000,CUST0109,Mid-Market,DACH,Retail,1344.66,EUR,30,62,0,0,3,790,2,1,Email,11,0
INV0000651,1100,CUST0037,SMB,EMEA,Manufacturing,9244.94,EUR,60,86,1,3,5,809,0,1,Email,10,0
INV0000652,3000,CUST0153,Enterprise,EMEA,Healthcare,967.42,USD,60,117,0,0,1,822,0,1,Portal,4,0
INV0000653,2000,CUST0168,Mid-Market,EMEA,Healthcare,1595.45,GBP,60,100,0,3,10,659,0,1,Portal,9,0
INV0000654,1000,CUST0074,Enterprise,APJ,Healthcare,7413.29,USD,14,49,0,2,6,721,0,1,Portal,12,0
INV0000655,3000,CUST0017,Enterprise,Americas,Retail,2184.53,EUR,30,113,0,1,5,644,1,1,EDI,7,0
INV0000656,1000,CUST0153,Enterprise,APJ,Technology,1595.89,CHF,45,57,0,2,1,753,0,0,Portal,11,0
INV0000657,3000,CUST0160,Mid-Market,APJ,Utilities,10960.52,EUR,30,118,1,0,3,518,0,1,Portal,4,1
INV0000658,1000,CUST0092,SMB,DACH,Healthcare,11442.59,EUR,14,118,0,4,4,584,1,1,EDI,11,0
INV0000659,1100,CUST0105,Mid-Market,DACH,Utilities,9028.8,USD,60,27,1,2,6,647,1,0,Email,3,1
INV0000660,1100,CUST0041,Mid-Market,EMEA,Technology,10312.84,EUR,14,94,0,4,4,675,0,1,EDI,9,0
INV0000661,1000,CUST0013,Public Sector,EMEA,Manufacturing,3317.09,USD,30,84,0,0,9,692,0,1,Email,5,0
INV0000662,3000,CUST0170,Public Sector,EMEA,Healthcare,3412.42,USD,60,93,0,4,5,776,1,1,Portal,5,0
INV0000663,1000,CUST0087,Enterprise,DACH,Technology,2142.04,EUR,30,21,0,1,4,631,0,1,Portal,9,0
INV0000664,1000,CUST0050,Mid-Market,DACH,Manufacturing,5044.81,EUR,60,61,1,3,7,583,1,1,Email,6,1
INV0000665,1000,CUST0125,SMB,EMEA,Manufacturing,2430.15,EUR,30,19,0,1,6,651,1,1,Portal,11,0
INV0000666,2000,CUST0005,SMB,Americas,Retail,2684.58,USD,30,108,0,2,6,635,1,1,EDI,8,0
INV0000667,2000,CUST0015,Mid-Market,Americas,Manufacturing,7941.8,EUR,30,105,0,1,5,721,0,1,EDI,7,0
INV0000668,3000,CUST0044,SMB,APJ,Healthcare,14673.03,EUR,30,70,0,2,4,794,1,1,Email,4,0
INV0000669,1000,CUST0082,Enterprise,DACH,Healthcare,6426.42,EUR,30,16,0,2,4,788,0,0,Email,8,0
INV0000670,1100,CUST0067,Mid-Market,EMEA,Retail,27834.5,USD,60,79,1,2,6,762,2,0,Portal,4,1
INV0000671,1000,CUST0034,SMB,APJ,Manufacturing,2016.68,EUR,60,53,0,1,6,637,0,1,EDI,9,0
INV0000672,1100,CUST0064,SMB,Americas,Manufacturing,614.08,EUR,14,95,0,2,7,668,0,1,Paper,6,0
INV0000673,3000,CUST0061,SMB,Americas,Utilities,8958.51,EUR,30,12,0,2,7,712,1,0,Email,7,0
INV0000674,2000,CUST0095,Enterprise,EMEA,Retail,1881.03,EUR,45,49,0,1,2,622,0,0,Portal,7,1
INV0000675,1100,CUST0102,Enterprise,DACH,Manufacturing,3173.6,EUR,30,44,0,2,8,629,0,0,Email,1,0
INV0000676,1100,CUST0159,Enterprise,APJ,Healthcare,659.65,EUR,30,115,0,1,3,708,0,1,EDI,10,0
INV0000677,3000,CUST0146,Enterprise,Americas,Utilities,1645.55,USD,30,36,0,2,7,578,1,1,Email,12,1
INV0000678,1100,CUST0053,Enterprise,EMEA,Manufacturing,873.63,EUR,30,119,0,2,2,762,0,0,Portal,9,0
INV0000679,1000,CUST0163,Mid-Market,EMEA,Utilities,2681.1,EUR,30,111,0,3,5,650,0,1,EDI,3,0
INV0000680,1000,CUST0094,Mid-Market,EMEA,Healthcare,2795.37,CHF,14,71,0,1,5,721,0,1,EDI,8,0
INV0000681,1000,CUST0034,SMB,DACH,Retail,4649.24,EUR,45,21,0,2,4,696,0,1,Email,2,0
INV0000682,1000,CUST0062,Mid-Market,Americas,Healthcare,15548.34,EUR,30,27,0,3,7,774,0,1,Email,8,0
INV0000683,1000,CUST0134,Enterprise,EMEA,Technology,8610.62,EUR,30,3,0,2,2,520,0,0,EDI,6,1
INV0000684,1100,CUST0148,SMB,DACH,Healthcare,770.26,EUR,30,93,0,3,2,775,0,1,EDI,11,0
INV0000685,2000,CUST0068,Enterprise,EMEA,Manufacturing,8009.76,EUR,30,88,0,2,4,773,1,1,EDI,7,0
INV0000686,1000,CUST0029,SMB,APJ,Retail,4756.86,GBP,60,39,0,2,2,701,0,1,EDI,1,0
INV0000687,1100,CUST0035,Enterprise,EMEA,Healthcare,3817.24,EUR,45,88,0,2,3,719,3,1,Portal,11,1
INV0000688,3000,CUST0019,Mid-Market,EMEA,Utilities,4130.55,USD,60,70,1,3,5,725,0,1,Email,7,0
INV0000689,2000,CUST0126,SMB,Americas,Manufacturing,5243.69,CHF,30,98,0,3,5,612,0,0,EDI,11,1
INV0000690,1100,CUST0091,SMB,Americas,Retail,2045.75,EUR,30,11,0,2,8,684,0,1,Portal,1,0
INV0000691,1000,CUST0082,SMB,Americas,Healthcare,3493.05,USD,30,24,0,1,5,747,1,1,Portal,3,0
INV0000692,3000,CUST0121,SMB,APJ,Utilities,14663.78,EUR,30,97,0,1,6,546,0,1,EDI,2,1
INV0000693,1000,CUST0150,Enterprise,DACH,Healthcare,2020.09,EUR,45,45,0,0,9,715,0,1,Email,4,0
INV0000694,1000,CUST0144,SMB,APJ,Healthcare,1434.57,GBP,30,116,0,0,3,687,0,1,Portal,6,0
INV0000695,3000,CUST0025,SMB,APJ,Retail,3964.79,EUR,30,106,0,1,5,727,0,0,Email,8,0
INV0000696,1100,CUST0107,Public Sector,EMEA,Manufacturing,1290.66,CHF,30,12,0,0,5,585,0,0,Email,5,0
INV0000697,2000,CUST0159,Mid-Market,Americas,Healthcare,693.03,USD,14,49,0,0,5,624,0,1,Email,6,0
INV0000698,1100,CUST0140,Mid-Market,DACH,Healthcare,2946.31,EUR,30,88,0,1,8,575,1,1,Email,9,0
INV0000699,2000,CUST0060,SMB,EMEA,Technology,19361.72,EUR,45,17,0,1,1,574,0,0,Email,5,0
INV0000700,1000,CUST0071,Mid-Market,DACH,Technology,4062.14,USD,90,104,0,0,6,742,0,1,Portal,10,0
INV0000701,1000,CUST0161,Mid-Market,DACH,Retail,5102.6,EUR,30,12,0,2,5,636,3,1,EDI,2,1
INV0000702,1000,CUST0006,Enterprise,APJ,Technology,451.85,EUR,14,14,0,2,8,630,1,1,EDI,10,1
INV0000703,1000,CUST0095,Enterprise,DACH,Retail,6701.13,EUR,30,66,0,1,1,762,3,1,Portal,10,0
INV0000704,3000,CUST0021,Mid-Market,Americas,Technology,4665.89,EUR,30,30,0,2,6,654,0,1,Email,7,0
INV0000705,1000,CUST0162,Enterprise,DACH,Manufacturing,2104.51,CHF,45,77,0,1,6,752,0,1,Portal,4,0
INV0000706,1100,CUST0007,Enterprise,EMEA,Healthcare,5110.5,EUR,14,48,0,4,3,601,0,1,EDI,1,0
INV0000707,2000,CUST0005,Enterprise,EMEA,Retail,5057.5,EUR,90,33,0,0,4,654,2,1,EDI,12,0
INV0000708,2000,CUST0060,Public Sector,EMEA,Healthcare,1390.67,USD,60,101,0,4,5,612,2,1,Portal,1,1
INV0000709,1100,CUST0037,Enterprise,Americas,Technology,5993.59,USD,30,20,0,4,6,721,0,0,Portal,2,0
INV0000710,1100,CUST0090,Enterprise,APJ,Utilities,14868.38,GBP,60,60,0,3,12,664,0,1,Email,3,0
INV0000711,3000,CUST0054,Mid-Market,EMEA,Retail,3329.78,CHF,45,21,0,3,11,735,0,1,EDI,3,0
INV0000712,2000,CUST0065,Enterprise,APJ,Retail,1701.09,EUR,90,17,0,1,5,691,2,1,Portal,4,1
INV0000713,2000,CUST0102,Public Sector,Americas,Retail,3510.6,EUR,30,25,0,3,4,534,0,1,Portal,3,0
INV0000714,3000,CUST0101,Public Sector,Americas,Healthcare,10376.97,USD,90,31,0,2,6,660,1,1,Paper,6,0
INV0000715,2000,CUST0169,Mid-Market,DACH,Manufacturing,1167.2,EUR,30,50,0,4,4,565,1,1,Email,11,0
INV0000716,1000,CUST0087,Mid-Market,DACH,Healthcare,7765.81,USD,30,57,0,2,5,706,0,0,Portal,5,0
INV0000717,1100,CUST0102,Mid-Market,APJ,Utilities,2075.76,EUR,60,17,0,1,5,722,1,1,EDI,2,0
INV0000718,1000,CUST0123,Enterprise,EMEA,Healthcare,5454.34,GBP,30,5,1,3,6,729,0,1,Paper,2,0
INV0000719,2000,CUST0032,Mid-Market,EMEA,Manufacturing,2338.94,USD,30,12,0,1,3,671,2,1,Email,11,1
INV0000720,3000,CUST0121,Enterprise,Americas,Technology,2332.35,USD,14,76,1,0,4,558,0,1,Email,2,0
INV0000721,1100,CUST0156,Enterprise,DACH,Technology,20936.51,EUR,30,117,0,2,7,696,0,1,Portal,12,0
INV0000722,1100,CUST0058,Mid-Market,Americas,Retail,963.39,CHF,30,4,0,4,6,711,0,0,Email,1,0
INV0000723,1000,CUST0033,Enterprise,EMEA,Technology,7041.91,USD,30,5,0,2,4,666,0,1,Email,1,0
INV0000724,3000,CUST0063,Enterprise,APJ,Healthcare,26053.06,USD,30,94,0,3,6,686,1,1,Email,1,0
INV0000725,1000,CUST0050,Mid-Market,DACH,Utilities,8688.87,GBP,60,87,0,4,9,538,1,1,Email,12,1
INV0000726,1000,CUST0106,Mid-Market,DACH,Retail,1045.6,EUR,14,89,0,2,4,685,2,1,Email,1,0
INV0000727,1000,CUST0156,Enterprise,Americas,Retail,1101.4,EUR,60,21,1,3,4,672,0,0,Paper,11,0
INV0000728,1000,CUST0108,Enterprise,DACH,Retail,1921.37,EUR,45,104,0,5,6,589,0,1,Paper,1,1
INV0000729,1100,CUST0023,Enterprise,APJ,Technology,4993.06,USD,60,75,0,3,3,720,0,1,Portal,9,1
INV0000730,1100,CUST0057,Enterprise,Americas,Technology,5362.79,USD,60,19,0,3,7,643,0,0,Paper,6,1
INV0000731,1000,CUST0125,SMB,DACH,Healthcare,1112.89,EUR,60,14,0,0,7,697,0,1,Portal,3,0
INV0000732,1000,CUST0060,Public Sector,DACH,Retail,1691.9,CHF,30,73,0,3,6,717,0,1,EDI,9,0
INV0000733,1000,CUST0106,Mid-Market,APJ,Retail,1804.33,EUR,45,94,0,1,6,705,0,0,EDI,9,0
INV0000734,1100,CUST0125,Mid-Market,Americas,Manufacturing,3498.94,USD,60,94,0,3,7,579,3,1,EDI,6,1
INV0000735,1000,CUST0060,SMB,APJ,Manufacturing,33993.69,EUR,45,71,0,5,5,651,0,1,Portal,2,0
INV0000736,2000,CUST0117,SMB,DACH,Manufacturing,1587.88,EUR,30,62,0,2,5,840,1,1,Paper,4,0
INV0000737,1000,CUST0072,Enterprise,APJ,Retail,1516.55,EUR,45,84,0,3,4,785,0,1,EDI,1,1
INV0000738,1000,CUST0025,Enterprise,EMEA,Healthcare,1287.17,USD,60,16,0,1,4,743,0,1,Email,8,0
INV0000739,1100,CUST0067,Mid-Market,Americas,Healthcare,8244.67,USD,30,44,0,3,4,701,1,0,EDI,5,0
INV0000740,1100,CUST0080,Mid-Market,EMEA,Utilities,4050.48,EUR,45,12,0,0,4,606,2,1,EDI,8,0
INV0000741,1000,CUST0001,Enterprise,DACH,Technology,1650.71,EUR,60,101,0,1,5,668,1,1,EDI,7,1
INV0000742,1000,CUST0161,Mid-Market,APJ,Technology,2890.15,USD,30,73,0,3,2,648,0,1,Portal,9,0
INV0000743,3000,CUST0096,Mid-Market,APJ,Utilities,1842.57,EUR,30,94,0,0,5,674,0,1,Paper,6,1
INV0000744,1000,CUST0007,Mid-Market,EMEA,Manufacturing,5771.49,USD,30,60,0,4,5,572,1,1,EDI,4,0
INV0000745,1100,CUST0157,Mid-Market,APJ,Healthcare,70869.5,EUR,45,112,1,1,5,752,0,1,EDI,8,1
INV0000746,1100,CUST0154,SMB,DACH,Utilities,7543.24,GBP,30,112,0,0,4,479,1,1,Email,12,0
